,index,date,movieCd,audiCnt,scrnCnt,showCnt
5945,5,20200817,20201287,6881,295,394
5946,6,20200817,20100312,6504,168,301
5947,7,20200817,20201968,3282,119,201
5948,8,20200817,20205970,1304,84,140
5949,9,20200817,20205663,1252,176,183
5950,0,20200818,20197922,74858,1466,6837
5951,1,20200818,20199883,43910,1149,5188
5952,2,20200818,20196271,8203,556,1261
5953,3,20200818,20193450,4006,419,723
5954,4,20200818,20100312,2920,161,297
5955,5,20200818,20188362,1784,263,319
5956,6,20200818,20201968,1683,117,208
5957,7,20200818,20201287,1052,168,185
5958,8,20200818,20205970,591,78,131
5959,9,20200818,20183867,564,28,55
5960,0,20200819,20197922,63898,1383,6342
5961,1,20200819,20199883,38514,1133,5037
5962,2,20200819,20196271,5677,529,1099
5963,3,20200819,20010238,4513,137,275
5964,4,20200819,20193450,2927,388,625
5965,5,20200819,20163137,2278,146,439
5966,6,20200819,20203461,1989,251,388
5967,7,20200819,20201968,1546,99,180
5968,8,20200819,20100312,1501,53,113
5969,9,20200819,20188362,941,166,188
5970,0,20200820,20197922,49718,1340,5860
5971,1,20200820,20199883,29371,1080,4589
5972,2,20200820,20202281,13098,444,740
5973,3,20200820,20196271,3810,480,924
5974,4,20200820,20196773,2507,133,215
5975,5,20200820,20193450,2014,316,462
5976,6,20200820,20010238,1961,141,244
5977,7,20200820,20163137,1501,142,384
5978,8,20200820,20203461,1499,262,366
5979,9,20200820,20202442,1133,63,101
5980,0,20200821,20197922,49515,1350,5977
5981,1,20200821,20199883,28561,1076,4585
5982,2,20200821,20202281,9836,485,850
5983,3,20200821,20196271,3326,472,875
5984,4,20200821,20193450,2086,323,483
5985,5,20200821,20010238,1964,139,258
5986,6,20200821,20203461,1507,267,375
5987,7,20200821,20196773,1338,126,215
5988,8,20200821,20201968,1224,94,156
5989,9,20200821,20163137,1181,142,342
5990,0,20200822,20197922,70149,1465,5784
5991,1,20200822,20201122,43574,593,1236
5992,2,20200822,20199883,40871,1156,4496
5993,3,20200822,20202281,20972,651,1204
5994,4,20200822,20196271,4148,453,815
5995,5,20200822,20193450,2216,290,406
5996,6,20200822,20201968,1839,123,175
5997,7,20200822,20010238,1677,134,240
5998,8,20200822,20203461,1651,254,338
5999,9,20200822,20196773,1212,127,207
6000,0,20200823,20197922,61866,1435,5464
6001,1,20200823,20201122,41132,585,1229
6002,2,20200823,20199883,35610,1113,4164
6003,3,20200823,20202281,18764,661,1229
6004,4,20200823,20196271,3857,451,782
6005,5,20200823,20193450,1911,279,364
6006,6,20200823,20201968,1506,117,171
6007,7,20200823,20203461,1311,238,302
6008,8,20200823,20010238,1301,129,214
6009,9,20200823,20196773,1067,121,199
6010,0,20200824,20197922,30408,1269,5105
6011,1,20200824,20199883,15368,985,3549
6012,2,20200824,20202281,5780,463,842
6013,3,20200824,20196271,2067,402,683
6014,4,20200824,20201968,1512,101,152
6015,5,20200824,20010238,1311,125,242
6016,6,20200824,20193450,1207,279,368
6017,7,20200824,20203461,918,229,312
6018,8,20200824,20196773,757,114,190
6019,9,20200824,20163137,599,117,233
6020,0,20200825,20197922,26421,1271,4915
6021,1,20200825,20199883,13944,968,3407
6022,2,20200825,20202281,5346,462,836
6023,3,20200825,20196271,1987,387,656
6024,4,20200825,20201968,1585,115,175
6025,5,20200825,20010238,1351,121,239
6026,6,20200825,20193450,1103,252,360
6027,7,20200825,20203461,1000,238,319
6028,8,20200825,20196773,872,128,201
6029,9,20200825,20100312,790,36,78
6030,0,20200826,20201122,137740,2228,8835
6031,1,20200826,20197922,19486,702,2076
6032,2,20200826,20199883,7951,572,1205
6033,3,20200826,20202281,3398,377,520
6034,4,20200826,20196271,673,151,225
6035,5,20200826,20193450,651,48,56
6036,6,20200826,20196773,632,71,120
6037,7,20200826,20201968,610,56,73
6038,8,20200826,20163137,557,86,98
6039,9,20200826,20204644,500,3,3
6040,0,20200827,20201122,84853,2186,8371
6041,1,20200827,20197922,14422,647,1955
6042,2,20200827,20199883,5779,571,1102
6043,3,20200827,20202281,2771,373,511
6044,4,20200827,20201968,501,52,74
6045,5,20200827,20197032,486,90,138
6046,6,20200827,20196271,456,119,175
6047,7,20200827,20010238,342,29,45
6048,8,20200827,20196773,332,51,78
6049,9,20200827,20203701,314,87,119
6050,0,20200828,20201122,91157,2198,8460
6051,1,20200828,20197922,14048,679,1966
6052,2,20200828,20199883,5674,581,1113
6053,3,20200828,20202281,2752,357,491
6054,4,20200828,20196271,560,130,195
6055,5,20200828,20193275,557,33,101
6056,6,20200828,20197032,503,93,139
6057,7,20200828,20196773,482,60,91
6058,8,20200828,20201968,406,54,73
6059,9,20200828,20203701,323,84,119
6060,0,20200829,20201122,144847,2216,8892
6061,1,20200829,20197922,20490,706,2104
6062,2,20200829,20199883,8178,605,1130
6063,3,20200829,20202281,5630,425,676
6064,4,20200829,20193450,1401,40,47
6065,5,20200829,20193069,1142,8,8
6066,6,20200829,20196271,678,142,202
6067,7,20200829,20201968,647,58,80
6068,8,20200829,20196773,623,61,93
6069,9,20200829,20204644,604,7,7
6070,0,20200830,20201122,117102,2205,8528
6071,1,20200830,20197922,18784,704,2017
6072,2,20200830,20199883,8124,602,1141
6073,3,20200830,20202281,5882,431,688
6074,4,20200830,20193450,1849,50,55
6075,5,20200830,20193069,889,5,5
6076,6,20200830,20204644,685,7,7
6077,7,20200830,20196271,667,138,198
6078,8,20200830,20196773,598,59,85
6079,9,20200830,20201968,542,55,79
6080,0,20200831,20201122,54007,2050,6705
6081,1,20200831,20197922,10652,658,1801
6082,2,20200831,20199883,4648,567,1077
6083,3,20200831,20202281,1995,334,436
6084,4,20200831,20193666,518,7,7
6085,5,20200831,20196773,469,65,89
6086,6,20200831,20196271,410,114,166
6087,7,20200831,20201968,395,56,78
6088,8,20200831,20197032,312,83,115
6089,9,20200831,20203701,303,85,109
6090,0,20200901,20201122,46440,2018,6303
6091,1,20200901,20197922,8671,656,1696
6092,2,20200901,20199883,3774,531,961
6093,3,20200901,20202281,1862,323,424
6094,4,20200901,20010238,420,32,49
6095,5,20200901,20201968,404,57,75
6096,6,20200901,20196271,321,111,150
6097,7,20200901,20196773,312,63,86
6098,8,20200901,20197032,299,81,112
6099,9,20200901,20193275,264,31,56
6100,0,20200902,20201122,37018,1466,4330
6101,1,20200902,20193666,22057,1092,3803
6102,2,20200902,20197922,6431,535,1200
6103,3,20200902,20199883,1725,334,481
6104,4,20200902,20202961,1173,208,291
6105,5,20200902,20202281,1051,228,250
6106,6,20200902,20196773,352,57,75
6107,7,20200902,20197032,222,64,87
6108,8,20200902,20010238,185,18,27
6109,9,20200902,20201968,178,27,33
6110,0,20200903,20201122,37411,1479,4314
6111,1,20200903,20193666,18155,1066,3576
6112,2,20200903,20197922,6001,529,1186
6113,3,20200903,20199883,1399,307,418
6114,4,20200903,20112692,1347,114,154
6115,5,20200903,20202281,1036,209,232
6116,6,20200903,20202961,1001,207,274
6117,7,20200903,20189973,340,45,55
6118,8,20200903,19930117,314,49,59
6119,9,20200903,20196773,270,42,53
6120,0,20200904,20201122,48586,1493,4538
6121,1,20200904,20193666,18790,1061,3642
6122,2,20200904,20197922,6711,541,1234
6123,3,20200904,20199883,1543,307,443
6124,4,20200904,20202281,1217,229,257
6125,5,20200904,20112692,1098,112,158
6126,6,20200904,20202961,983,210,277
6127,7,20200904,20205146,372,25,29
6128,8,20200904,20189973,344,44,53
6129,9,20200904,20196773,269,50,64
6130,0,20200905,20201122,93185,1553,5069
6131,1,20200905,20193666,42524,1110,4184
6132,2,20200905,20197922,11632,567,1327
6133,3,20200905,20202281,3405,321,415
6134,4,20200905,20199883,2603,341,489
6135,5,20200905,20112692,1748,121,163
6136,6,20200905,20202961,1347,228,295
6137,7,20200905,20189973,474,43,50
6138,8,20200905,20204644,419,4,4
6139,9,20200905,20205146,415,36,40
6140,0,20200906,20201122,82745,1546,4996
6141,1,20200906,20193666,32831,1073,4002
6142,2,20200906,20197922,11663,565,1361
6143,3,20200906,20202281,3895,318,439
6144,4,20200906,20199883,3044,347,506
6145,5,20200906,20112692,1639,125,170
6146,6,20200906,20202961,1250,221,272
6147,7,20200906,20196271,737,22,23
6148,8,20200906,20189973,541,47,54
6149,9,20200906,20205146,394,33,36
6150,0,20200907,20201122,29989,1464,4026
6151,1,20200907,20193666,12589,961,2872
6152,2,20200907,20197922,5794,533,1132
6153,3,20200907,20199883,1478,291,405
6154,4,20200907,20202281,923,182,206
6155,5,20200907,20112692,777,112,151
6156,6,20200907,20202961,663,186,223
6157,7,20200907,20205146,368,32,37
6158,8,20200907,20189973,272,42,48
6159,9,20200907,19930117,261,44,51
6160,0,20200908,20201122,28553,1470,4079
6161,1,20200908,20193666,12062,977,2892
6162,2,20200908,20197922,4642,522,1097
6163,3,20200908,20199883,1332,287,375
6164,4,20200908,20202281,1119,221,250
6165,5,20200908,20183813,1000,3,4
6166,6,20200908,20112692,850,114,157
6167,7,20200908,20202961,621,175,219
6168,8,20200908,20205146,363,24,28
6169,9,20200908,20189973,338,46,54
6170,0,20200909,20201122,26690,1384,3738
6171,1,20200909,20193666,10167,824,2388
6172,2,20200909,20201687,7867,254,887
6173,3,20200909,20202203,7159,515,1258
6174,4,20200909,20197922,3744,469,882
6175,5,20200909,20183813,1500,13,14
6176,6,20200909,20203237,959,122,223
6177,7,20200909,20199883,851,186,247
6178,8,20200909,20202281,612,123,135
6179,9,20200909,20112692,551,78,108
6180,0,20200910,20201122,25139,1186,3162
6181,1,20200910,20175405,14210,817,2763
6182,2,20200910,20193666,7997,668,1801
6183,3,20200910,20201687,6163,231,786
6184,4,20200910,20183813,3500,13,21
6185,5,20200910,20202203,3236,439,850
6186,6,20200910,20197922,2414,339,528
6187,7,20200910,20206258,968,48,49
6188,8,20200910,20199302,759,164,204
6189,9,20200910,20203237,469,99,143
6190,0,20200911,20201122,33656,1232,3393
6191,1,20200911,20175405,9867,791,2419
6192,2,20200911,20193666,9423,681,1911
6193,3,20200911,20201687,6600,242,822
6194,4,20200911,20183813,4000,14,37
6195,5,20200911,20197922,2564,362,562
6196,6,20200911,20202203,2512,404,778
6197,7,20200911,20199302,912,171,219
6198,8,20200911,20203237,561,98,137
6199,9,20200911,20202281,489,92,104
6200,0,20200912,20201122,72658,1304,3963
6201,1,20200912,20193666,21064,716,2305
6202,2,20200912,20175405,15137,803,2639
6203,3,20200912,20201687,12717,272,1051
6204,4,20200912,20183813,6000,14,42
6205,5,20200912,20197922,5257,403,660
6206,6,20200912,20202203,3485,436,886
6207,7,20200912,20202281,2034,156,201
6208,8,20200912,20199302,1407,185,237
6209,9,20200912,20112692,1086,71,99
6210,0,20200913,20201122,58742,1318,3917
6211,1,20200913,20193666,19499,730,2278
6212,2,20200913,20201687,10688,276,1040
6213,3,20200913,20175405,10173,742,2308
6214,4,20200913,20183813,6000,14,42
6215,5,20200913,20197922,4582,403,656
6216,6,20200913,20202203,2763,407,795
6217,7,20200913,20202281,2347,166,225
6218,8,20200913,20199302,1394,194,245
6219,9,20200913,20112692,813,65,95
6220,0,20200914,20201122,20534,1230,3210
6221,1,20200914,20193666,6842,643,1689
6222,2,20200914,20201687,3968,248,799
6223,3,20200914,20175405,3213,570,1339
6224,4,20200914,20197922,1956,344,521
6225,5,20200914,20183813,1400,14,17
6226,6,20200914,20202203,972,299,509
6227,7,20200914,20199302,498,143,183
6228,8,20200914,20112692,329,61,84
6229,9,20200914,20202281,312,84,93
6230,0,20200915,20201122,19324,1239,3134
6231,1,20200915,20193666,9166,685,1794
6232,2,20200915,20201687,3970,250,800
6233,3,20200915,20175405,2888,560,1255
6234,4,20200915,20197922,1749,342,518
6235,5,20200915,20202203,933,290,479
6236,6,20200915,20199302,520,149,185
6237,7,20200915,20202281,416,97,111
6238,8,20200915,20112692,396,62,85
6239,9,20200915,20203237,285,90,115
6240,0,20200916,20201122,21629,1297,3327
6241,1,20200916,20193666,7166,645,1744
6242,2,20200916,20201687,3871,260,772
6243,3,20200916,20202204,2981,245,478
6244,4,20200916,20175405,2702,492,1091
6245,5,20200916,20197922,1816,305,465
6246,6,20200916,20202203,864,231,367
6247,7,20200916,20203303,850,142,263
6248,8,20200916,20206679,538,37,71
6249,9,20200916,20199302,473,123,153
6250,0,20200917,20193822,31438,1420,5142
6251,1,20200917,20201122,17481,831,2148
6252,2,20200917,20193666,4653,448,1059
6253,3,20200917,20201687,2851,206,536
6254,4,20200917,20080850,1082,51,67
6255,5,20200917,20202204,1061,172,231
6256,6,20200917,20205001,1034,137,190
6257,7,20200917,20206259,959,49,50
6258,8,20200917,20202103,766,171,249
6259,9,20200917,20197922,590,108,148
6260,0,20200918,20193822,26834,1412,4941
6261,1,20200918,20201122,23861,886,2379
6262,2,20200918,20193666,5814,478,1121
6263,3,20200918,20201687,3227,216,586
6264,4,20200918,20197922,856,122,169
6265,5,20200918,20205001,838,134,184
6266,6,20200918,20202103,742,170,247
6267,7,20200918,20202204,701,168,229
6268,8,20200918,20175405,587,170,223
6269,9,20200918,20183813,500,4,4
6270,0,20200919,20201122,53750,1035,2912
6271,1,20200919,20193822,51263,1418,5384
6272,2,20200919,20193666,11928,539,1320
6273,3,20200919,20201687,6357,227,679
6274,4,20200919,20183813,2000,14,14
6275,5,20200919,20199883,1651,23,25
6276,6,20200919,20205386,1370,4,10
6277,7,20200919,20197922,1360,133,174
6278,8,20200919,20205284,1214,216,255
6279,9,20200919,20202103,1130,180,247
6280,0,20200920,20201122,44566,1073,2919
6281,1,20200920,20193822,42448,1396,5120
6282,2,20200920,20193666,11627,540,1320
6283,3,20200920,20201687,5489,231,661
6284,4,20200920,20183813,1772,12,12
6285,5,20200920,20202281,1344,107,138
6286,6,20200920,20197922,1218,121,165
6287,7,20200920,20205386,1164,4,8
6288,8,20200920,20199883,1135,23,26
6289,9,20200920,20205284,1109,220,252
6290,0,20200921,20201122,15647,989,2446
6291,1,20200921,20193822,11873,1237,3478
6292,2,20200921,20193666,4180,484,1035
6293,3,20200921,20201687,1873,188,484
6294,4,20200921,20178401,539,11,11
6295,5,20200921,20205001,538,123,167
6296,6,20200921,20197922,505,110,144
6297,7,20200921,20202103,471,157,198
6298,8,20200921,20202204,394,123,157
6299,9,20200921,20175405,266,117,144
6300,0,20200922,20201122,14878,986,2406
6301,1,20200922,20193822,10521,1218,3269
6302,2,20200922,20193666,4389,489,1061
6303,3,20200922,20201687,1827,183,457
6304,4,20200922,20190621,571,6,10
6305,5,20200922,20205001,564,124,162
6306,6,20200922,20197922,536,118,148
6307,7,20200922,20202103,519,165,206
6308,8,20200922,20205386,384,1,3
6309,9,20200922,20202204,382,122,160
6310,0,20200923,20190601,15489,831,3088
6311,1,20200923,20178401,13085,623,2056
6312,2,20200923,20201122,12970,781,1903
6313,3,20200923,20193822,7559,732,1910
6314,4,20200923,20202341,4130,391,707
6315,5,20200923,20193666,2471,327,548
6316,6,20200923,20201968,1600,11,11
6317,7,20200923,20201687,1363,165,338
6318,8,20200923,20205001,394,90,110
6319,9,20200923,20181162,245,5,5
6320,0,20200924,20204684,21585,205,1054
6321,1,20200924,20190601,13578,820,2946
6322,2,20200924,20201122,11925,741,1797
6323,3,20200924,20178401,11479,640,2053
6324,4,20200924,20193822,5721,652,1623
6325,5,20200924,20202341,4145,417,744
6326,6,20200924,20193666,3304,320,500
6327,7,20200924,20196271,2338,9,12
6328,8,20200924,20197922,1701,39,50
6329,9,20200924,20201687,1397,167,339
6330,0,20200925,20201122,16502,783,1981
6331,1,20200925,20190601,15324,830,2910
6332,2,20200925,20178401,14254,727,2292
6333,3,20200925,20204684,13419,200,1038
6334,4,20200925,20193822,6565,640,1634
6335,5,20200925,20202341,5224,454,816
6336,6,20200925,20193666,3753,351,549
6337,7,20200925,20190621,2009,41,41
6338,8,20200925,20201687,1491,160,356
6339,9,20200925,20196271,1383,7,7
6340,0,20200926,20201122,38603,859,2367
6341,1,20200926,20178401,33577,820,2815
6342,2,20200926,20190601,23710,811,3128
6343,3,20200926,20204684,22359,199,1059
6344,4,20200926,20193822,13568,686,1888
6345,5,20200926,20202341,9944,454,974
6346,6,20200926,20193666,7749,384,628
6347,7,20200926,20206178,3084,155,314
6348,8,20200926,20201687,2897,182,430
6349,9,20200926,20196271,2877,9,16
6350,0,20200927,20201122,36456,882,2380
6351,1,20200927,20178401,35205,832,2867
6352,2,20200927,20190601,19906,786,2967
6353,3,20200927,20204684,14880,196,1027
6354,4,20200927,20193822,13425,674,1862
6355,5,20200927,20202341,9627,454,970
6356,6,20200927,20193666,7980,381,618
6357,7,20200927,20206178,2865,157,314
6358,8,20200927,20201687,2685,179,408
6359,9,20200927,20196271,1383,7,7
6360,0,20200928,20201122,16318,848,2121
6361,1,20200928,20178401,14239,774,2537
6362,2,20200928,20190601,7688,696,2146
6363,3,20200928,20204684,7390,183,777
6364,4,20200928,20193822,4836,585,1397
6365,5,20200928,20202341,4690,446,916
6366,6,20200928,20193666,3767,339,531
6367,7,20200928,20201687,1033,143,286
6368,8,20200928,20196271,946,6,6
6369,9,20200928,20207103,807,50,51
6370,0,20200929,20184482,85855,1000,4311
6371,1,20200929,20199816,67610,967,3957
6372,2,20200929,20204008,25795,568,1812
6373,3,20200929,20190621,15086,559,1929
6374,4,20200929,20206826,14785,102,251
6375,5,20200929,20201122,14379,384,636
6376,6,20200929,20204684,7326,154,492
6377,7,20200929,20178401,7024,438,715
6378,8,20200929,20190601,2353,350,456
6379,9,20200929,20193666,1869,114,127
6380,0,20200930,20199816,97712,1036,4532
6381,1,20200930,20184482,89375,1074,4852
6382,2,20200930,20204008,38293,604,1935
6383,3,20200930,20206062,24584,591,972
6384,4,20200930,20201122,21337,384,631
6385,5,20200930,20190621,18720,570,1939
6386,6,20200930,20206588,8425,383,483
6387,7,20200930,20206826,8103,102,216
6388,8,20200930,20178401,7226,292,458
6389,9,20200930,20204684,5119,147,462
6390,0,20201001,20199816,146641,1117,4792
6391,1,20201001,20184482,91869,1074,4724
6392,2,20201001,20204008,44240,650,1999
6393,3,20201001,20201122,24132,464,801
6394,4,20201001,20190621,16540,551,1633
6395,5,20201001,20206062,9738,540,875
6396,6,20201001,20178401,9556,370,559
6397,7,20201001,20206826,8300,102,225
6398,8,20201001,20206588,4892,389,486
6399,9,20201001,20204684,3094,139,420
6400,0,20201002,20199816,177390,1270,5277
6401,1,20201002,20184482,78645,1041,4296
6402,2,20201002,20204008,51934,743,2170
6403,3,20201002,20201122,26784,546,955
6404,4,20201002,20190621,14522,551,1450
6405,5,20201002,20206062,12925,554,899
6406,6,20201002,20206826,10897,103,231
6407,7,20201002,20178401,10788,431,651
6408,8,20201002,20206588,7972,414,535
6409,9,20201002,20204684,4001,141,388
6410,0,20201003,20199816,183315,1342,5680
6411,1,20201003,20184482,61204,948,3838
6412,2,20201003,20204008,46936,779,2315
6413,3,20201003,20201122,24693,573,1054
6414,4,20201003,20190621,11478,521,1262
6415,5,20201003,20206062,11174,533,845
6416,6,20201003,20206826,10107,104,229
6417,7,20201003,20178401,10092,454,716
6418,8,20201003,20206588,7659,413,541
6419,9,20201003,20208045,5102,126,238
6420,0,20201004,20199816,148264,1332,5502
6421,1,20201004,20184482,41815,912,3470
6422,2,20201004,20204008,31558,773,2225
6423,3,20201004,20201122,16165,544,983
6424,4,20201004,20206062,9754,522,798
6425,5,20201004,20190621,8789,491,1138
6426,6,20201004,20206588,7522,408,539
6427,7,20201004,20206826,7103,106,225
6428,8,20201004,20178401,6891,437,669
6429,9,20201004,20208045,4902,113,201
6430,0,20201005,20199816,46824,1067,3876
6431,1,20201005,20184482,11307,762,2377
6432,2,20201005,20204008,8361,608,1661
6433,3,20201005,20201122,5229,425,719
6434,4,20201005,20206826,3621,99,192
6435,5,20201005,20190621,2727,415,817
6436,6,20201005,20178401,2363,371,589
6437,7,20201005,20206062,1989,309,358
6438,8,20201005,20204684,1284,124,291
6439,9,20201005,20206588,978,218,233
6440,0,20201006,20199816,38927,1071,3818
6441,1,20201006,20184482,9837,744,2226
6442,2,20201006,20204008,7090,599,1585
6443,3,20201006,20201122,4556,442,739
6444,4,20201006,20206826,3657,100,195
6445,5,20201006,20190621,2319,395,749
6446,6,20201006,20178401,2035,358,542
6447,7,20201006,20206062,1548,287,340
6448,8,20201006,20204684,1466,121,285
6449,9,20201006,20206588,926,212,227
6450,0,20201007,20199816,35488,1042,3639
6451,1,20201007,20202684,15664,656,2398
6452,2,20201007,20184482,6613,541,1473
6453,3,20201007,20202502,5470,394,775
6454,4,20201007,20204008,5344,498,1208
6455,5,20201007,20201122,3508,337,552
6456,6,20201007,20204684,3101,107,203
6457,7,20201007,20206826,1554,92,160
6458,8,20201007,20190621,1209,209,290
6459,9,20201007,20199815,954,157,222
6460,0,20201008,20199816,39821,1000,3640
6461,1,20201008,20202684,11987,602,2230
6462,2,20201008,20184482,6011,526,1266
6463,3,20201008,20204008,5790,486,1112
6464,4,20201008,20201122,4312,312,489
6465,5,20201008,20206362,4193,253,788
6466,6,20201008,20202502,4102,396,712
6467,7,20201008,20204684,2628,99,196
6468,8,20201008,20206826,1695,99,167
6469,9,20201008,20199815,1145,159,233
6470,0,20201009,20199816,92839,1163,4703
6471,1,20201009,20202684,21434,676,2594
6472,2,20201009,20204008,13573,537,1301
6473,3,20201009,20184482,12864,575,1441
6474,4,20201009,20201122,12303,390,654
6475,5,20201009,20202502,6331,420,827
6476,6,20201009,20206062,5158,292,328
6477,7,20201009,20206362,4782,243,791
6478,8,20201009,20204684,3667,101,207
6479,9,20201009,20206588,2937,175,199
6480,0,20201010,20199816,88469,1219,4871
6481,1,20201010,20202684,21095,650,2513
6482,2,20201010,20204008,12889,555,1256
6483,3,20201010,20201122,12323,399,702
6484,4,20201010,20184482,11515,596,1349
6485,5,20201010,20202502,5011,406,782
6486,6,20201010,20206362,3882,231,708
6487,7,20201010,20206062,3705,301,354
6488,8,20201010,20206588,2229,197,222
6489,9,20201010,20204684,1947,103,189
6490,0,20201011,20199816,77477,1191,4646
6491,1,20201011,20202684,18530,622,2358
6492,2,20201011,20204008,10975,549,1172
6493,3,20201011,20184482,10401,585,1309
6494,4,20201011,20201122,9496,408,669
6495,5,20201011,20202502,4069,389,731
6496,6,20201011,20206062,4021,300,349
6497,7,20201011,20206362,3352,237,665
6498,8,20201011,20206588,2602,195,226
6499,9,20201011,20206826,1886,101,179
6500,0,20201012,20199816,25573,1060,3496
6501,1,20201012,20202684,5770,559,1693
6502,2,20201012,20184482,3508,477,941
6503,3,20201012,20201122,3399,352,549
6504,4,20201012,20204008,3146,457,872
6505,5,20201012,20202502,1869,311,538
6506,6,20201012,20206362,1497,198,498
6507,7,20201012,20206826,1268,94,156
6508,8,20201012,20204684,1149,96,177
6509,9,20201012,20197121,892,5,10
6510,0,20201013,20199816,24246,1073,3478
6511,1,20201013,20202684,4991,557,1588
6512,2,20201013,20184482,3592,476,940
6513,3,20201013,20201122,3304,355,555
6514,4,20201013,20204008,2828,443,828
6515,5,20201013,20206826,1849,98,167
6516,6,20201013,20202502,1821,323,559
6517,7,20201013,20204684,1818,95,180
6518,8,20201013,20206362,1557,206,498
6519,9,20201013,20201687,779,14,15
6520,0,20201014,20199816,24486,1067,3467
6521,1,20201014,20183583,8093,574,1865
6522,2,20201014,20202684,3615,486,1160
6523,3,20201014,20201122,3226,323,551
6524,4,20201014,20184482,3130,393,764
6525,5,20201014,20204008,2628,406,725
6526,6,20201014,20206362,1400,181,412
6527,7,20201014,20206826,1220,91,134
6528,8,20201014,20202502,1153,194,300
6529,9,20201014,20207983,811,115,222
6530,0,20201015,20194424,35807,970,3589
6531,1,20201015,20199816,18578,818,2496
6532,2,20201015,20183583,3114,445,1066
6533,3,20201015,20197121,3106,39,39
6534,4,20201015,20181162,2752,421,830
6535,5,20201015,20201122,2311,235,322
6536,6,20201015,20202684,1484,316,478
6537,7,20201015,20206826,1293,90,132
6538,8,20201015,20204008,965,225,280
6539,9,20201015,20208393,738,229,249
6540,0,20201016,20194424,37245,1003,3802
6541,1,20201016,20199816,23296,887,2802
6542,2,20201016,20201122,3572,274,383
6543,3,20201016,20183583,3005,443,1055
6544,4,20201016,20181162,2207,412,798
6545,5,20201016,20202684,1740,334,522
6546,6,20201016,20204008,1493,257,334
6547,7,20201016,20206826,1359,96,144
6548,8,20201016,20184482,1017,183,232
6549,9,20201016,20202502,836,98,119
6550,0,20201017,20194424,79817,1084,4392
6551,1,20201017,20199816,47565,1036,3551
6552,2,20201017,20201122,9217,345,567
6553,3,20201017,20183583,3767,440,986
6554,4,20201017,20208393,3687,417,567
6555,5,20201017,20202684,3293,379,563
6556,6,20201017,20181162,2972,422,818
6557,7,20201017,20204008,2955,287,382
6558,8,20201017,20206826,2075,96,155
6559,9,20201017,20184482,1556,226,285
6560,0,20201018,20194424,67221,1078,4334
6561,1,20201018,20199816,43738,1036,3441
6562,2,20201018,20201122,7695,332,557
6563,3,20201018,20208393,4023,422,576
6564,4,20201018,20183583,2992,420,880
6565,5,20201018,20202684,2912,364,525
6566,6,20201018,20181162,2872,425,784
6567,7,20201018,20204008,2752,291,385
6568,8,20201018,20206826,2333,96,154
6569,9,20201018,20184482,1600,213,272
6570,0,20201019,20194424,22005,976,3467
6571,1,20201019,20199816,15094,901,2710
6572,2,20201019,20201122,2804,301,475
6573,3,20201019,20206826,1565,94,148
6574,4,20201019,20197121,1334,9,9
6575,5,20201019,20202684,1143,295,406
6576,6,20201019,20183583,1104,315,518
6577,7,20201019,20181162,1093,317,501
6578,8,20201019,20204008,1063,236,278
6579,9,20201019,20201687,703,4,5
6580,0,20201020,20194424,20730,1000,3378
6581,1,20201020,20199816,14600,935,2694
6582,2,20201020,20201122,3021,297,471
6583,3,20201020,20197121,2587,22,22
6584,4,20201020,20206826,1993,93,157
6585,5,20201020,20181162,1204,327,526
6586,6,20201020,20202684,1067,282,394
6587,7,20201020,20183583,1015,304,508
6588,8,20201020,20204008,876,230,282
6589,9,20201020,20184482,705,170,206
6590,0,20201021,20197121,37412,1615,5869
6591,1,20201021,20194424,15500,671,1998
6592,2,20201021,20199816,12676,618,1727
6593,3,20201021,20201122,2481,213,333
6594,4,20201021,20206684,1061,140,211
6595,5,20201021,20201687,705,4,5
6596,6,20201021,20181162,672,205,240
6597,7,20201021,20191408,627,93,137
6598,8,20201021,20183583,411,105,130
6599,9,20201021,20206826,405,49,62
6600,0,20201022,20197121,41608,1585,5622
6601,1,20201022,20208508,29316,389,1432
6602,2,20201022,20199816,15289,554,1210
6603,3,20201022,20194424,11481,620,1449
6604,4,20201022,20203842,9736,147,308
6605,5,20201022,20193666,3421,59,61
6606,6,20201022,20209385,2643,5,29
6607,7,20201022,20201122,2492,160,242
6608,8,20201022,20209882,1564,8,8
6609,9,20201022,20208370,1032,56,73
6610,0,20201023,20197121,52223,1587,5920
6611,1,20201023,20208508,17456,415,1458
6612,2,20201023,20199816,16725,608,1298
6613,3,20201023,20194424,13105,674,1602
6614,4,20201023,20203842,5870,138,305
6615,5,20201023,20201122,3598,171,261
6616,6,20201023,20196676,945,218,305
6617,7,20201023,20200145,700,9,9
6618,8,20201023,20209005,677,9,9
6619,9,20201023,20209466,676,10,11
6620,0,20201024,20197121,113993,1604,6714
6621,1,20201024,20199816,28401,636,1510
6622,2,20201024,20194424,22922,683,1793
6623,3,20201024,20208508,22463,449,1628
6624,4,20201024,20203842,9425,149,352
6625,5,20201024,20201122,7382,185,301
6626,6,20201024,20192271,2157,216,250
6627,7,20201024,20200145,1750,15,19
6628,8,20201024,20209005,1500,19,19
6629,9,20201024,20209466,1500,17,19
6630,0,20201025,20197121,104682,1579,6526
6631,1,20201025,20199816,27588,646,1530
6632,2,20201025,20194424,18848,654,1723
6633,3,20201025,20208508,17694,428,1478
6634,4,20201025,20201122,6381,189,308
